code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
10005536.XSHG,588000C2312M01150,科创50购12月1150,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.15,10000,LIST,2023-06-05,合约新挂,0.0565,0.2665,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005537.XSHG,588000C2312M01200,科创50购12月1200,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.2,10000,LIST,2023-06-05,合约新挂,0.0393,0.2393,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005538.XSHG,588000C2312M01250,科创50购12月1250,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.25,10000,LIST,2023-06-05,合约新挂,0.0266,0.2166,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005539.XSHG,588000C2312M01300,科创50购12月1300,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.3,10000,LIST,2023-06-05,合约新挂,0.0175,0.1975,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005540.XSHG,588000P2312M00900,科创50沽12月900,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.9,10000,LIST,2023-06-05,合约新挂,0.0062,0.1462,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005541.XSHG,588000P2312M00950,科创50沽12月950,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.95,10000,LIST,2023-06-05,合约新挂,0.0128,0.1728,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005542.XSHG,588000P2312M01000,科创50沽12月1000,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.0,10000,LIST,2023-06-05,合约新挂,0.0235,0.2035,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005543.XSHG,588000P2312M01050,科创50沽12月1050,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.05,10000,LIST,2023-06-05,合约新挂,0.0392,0.2392,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005544.XSHG,588000P2312M01100,科创50沽12月1100,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.1,10000,LIST,2023-06-05,合约新挂,0.0604,0.2804,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005545.XSHG,588000P2312M01150,科创50沽12月1150,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.15,10000,LIST,2023-06-05,合约新挂,0.0872,0.3072,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005546.XSHG,588000P2312M01200,科创50沽12月1200,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.2,10000,LIST,2023-06-05,合约新挂,0.1192,0.3392,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005547.XSHG,588000P2312M01250,科创50沽12月1250,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.25,10000,LIST,2023-06-05,合约新挂,0.1556,0.3756,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005548.XSHG,588000P2312M01300,科创50沽12月1300,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,1.3,10000,LIST,2023-06-05,合约新挂,0.2,0.42,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005549.XSHG,588080C2306M00900,科创板50购6月900,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.1799,0.3955,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005550.XSHG,588080C2306M00950,科创板50购6月950,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.1302,0.3458,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005551.XSHG,588080C2306M01000,科创板50购6月1000,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.0822,0.2978,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005552.XSHG,588080C2306M01050,科创板50购6月1050,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0416,0.2572,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005553.XSHG,588080C2306M01100,科创板50购6月1100,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0155,0.2267,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005554.XSHG,588080C2306M01150,科创板50购6月1150,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.004,0.2052,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005555.XSHG,588080C2306M01200,科创板50购6月1200,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.0007,0.1919,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005556.XSHG,588080C2306M01250,科创板50购6月1250,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.0005,0.1817,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005557.XSHG,588080C2306M01300,科创板50购6月1300,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.0003,0.1715,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005558.XSHG,588080P2306M00900,科创板50沽6月900,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.0002,0.1446,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005559.XSHG,588080P2306M00950,科创板50沽6月950,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.0006,0.165,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005560.XSHG,588080P2306M01000,科创板50沽6月1000,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.0021,0.1865,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005561.XSHG,588080P2306M01050,科创板50沽6月1050,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0114,0.2158,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005562.XSHG,588080P2306M01100,科创板50沽6月1100,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0352,0.2508,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005563.XSHG,588080P2306M01150,科创板50沽6月1150,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.0736,0.2892,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005564.XSHG,588080P2306M01200,科创板50沽6月1200,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.122,0.3376,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005566.XSHG,588080P2306M01300,科创板50沽6月1300,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.222,0.4376,0.0064,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005567.XSHG,588080C2307M00900,科创板50购7月900,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.1823,0.3979,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005565.XSHG,588080P2306M01250,科创板50沽6月1250,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.172,0.3876,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005568.XSHG,588080C2307M00950,科创板50购7月950,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.134,0.3496,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005569.XSHG,588080C2307M01000,科创板50购7月1000,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.0897,0.3053,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005570.XSHG,588080C2307M01050,科创板50购7月1050,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0531,0.2687,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005571.XSHG,588080C2307M01100,科创板50购7月1100,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0272,0.2384,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005572.XSHG,588080C2307M01150,科创板50购7月1150,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.012,0.2132,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005573.XSHG,588080C2307M01200,科创板50购7月1200,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.0045,0.1957,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005574.XSHG,588080C2307M01250,科创板50购7月1250,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.0014,0.1826,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005575.XSHG,588080C2307M01300,科创板50购7月1300,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.0009,0.1721,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005576.XSHG,588080P2307M00900,科创板50沽7月900,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.0011,0.1455,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005577.XSHG,588080P2307M00950,科创板50沽7月950,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.0019,0.1663,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005578.XSHG,588080P2307M01000,科创板50沽7月1000,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.0073,0.1917,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005579.XSHG,588080P2307M01050,科创板50沽7月1050,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0205,0.2249,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005580.XSHG,588080P2307M01100,科创板50沽7月1100,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0444,0.26,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005581.XSHG,588080P2307M01150,科创板50沽7月1150,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.0789,0.2945,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005582.XSHG,588080P2307M01200,科创板50沽7月1200,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.122,0.3376,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005583.XSHG,588080P2307M01250,科创板50沽7月1250,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.172,0.3876,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005584.XSHG,588080P2307M01300,科创板50沽7月1300,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.222,0.4376,0.0064,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005585.XSHG,588080C2309M00900,科创板50购9月900,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.1892,0.4048,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005586.XSHG,588080C2309M00950,科创板50购9月950,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.1444,0.36,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005587.XSHG,588080C2309M01000,科创板50购9月1000,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.1044,0.32,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005588.XSHG,588080C2309M01050,科创板50购9月1050,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0711,0.2867,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005589.XSHG,588080C2309M01100,科创板50购9月1100,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0455,0.2567,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005590.XSHG,588080C2309M01150,科创板50购9月1150,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.0272,0.2284,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005591.XSHG,588080C2309M01200,科创板50购9月1200,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.0153,0.2065,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005592.XSHG,588080C2309M01250,科创板50购9月1250,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.0081,0.1893,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005593.XSHG,588080C2309M01300,科创板50购9月1300,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.004,0.1752,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005594.XSHG,588080P2309M00900,科创板50沽9月900,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,DELIST,2023-06-05,合约新挂,0.0026,0.147,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005595.XSHG,588080P2309M00950,科创板50沽9月950,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,DELIST,2023-06-05,合约新挂,0.0074,0.1718,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005596.XSHG,588080P2309M01000,科创板50沽9月1000,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,DELIST,2023-06-05,合约新挂,0.0169,0.2013,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005597.XSHG,588080P2309M01050,科创板50沽9月1050,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,DELIST,2023-06-05,合约新挂,0.0332,0.2376,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005598.XSHG,588080P2309M01100,科创板50沽9月1100,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,DELIST,2023-06-05,合约新挂,0.0571,0.2727,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005599.XSHG,588080P2309M01150,科创板50沽9月1150,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,DELIST,2023-06-05,合约新挂,0.0884,0.304,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005600.XSHG,588080P2309M01200,科创板50沽9月1200,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,DELIST,2023-06-05,合约新挂,0.126,0.3416,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005601.XSHG,588080P2309M01250,科创板50沽9月1250,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,DELIST,2023-06-05,合约新挂,0.172,0.3876,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005602.XSHG,588080P2309M01300,科创板50沽9月1300,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,DELIST,2023-06-05,合约新挂,0.222,0.4376,0.0064,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005603.XSHG,588080C2312M00900,科创板50购12月900,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,LIST,2023-06-05,合约新挂,0.201,0.4166,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005604.XSHG,588080C2312M00950,科创板50购12月950,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,LIST,2023-06-05,合约新挂,0.1597,0.3753,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005605.XSHG,588080C2312M01000,科创板50购12月1000,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,LIST,2023-06-05,合约新挂,0.1231,0.3387,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005606.XSHG,588080C2312M01050,科创板50购12月1050,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,LIST,2023-06-05,合约新挂,0.0919,0.3075,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005607.XSHG,588080C2312M01100,科创板50购12月1100,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,LIST,2023-06-05,合约新挂,0.0664,0.2776,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005608.XSHG,588080C2312M01150,科创板50购12月1150,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,LIST,2023-06-05,合约新挂,0.0465,0.2477,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005609.XSHG,588080C2312M01200,科创板50购12月1200,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,LIST,2023-06-05,合约新挂,0.0316,0.2228,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005610.XSHG,588080C2312M01250,科创板50购12月1250,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,LIST,2023-06-05,合约新挂,0.0208,0.202,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005611.XSHG,588080C2312M01300,科创板50购12月1300,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,LIST,2023-06-05,合约新挂,0.0134,0.1846,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005612.XSHG,588080P2312M00900,科创板50沽12月900,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.9,10000,LIST,2023-06-05,合约新挂,0.0079,0.1523,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005613.XSHG,588080P2312M00950,科创板50沽12月950,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.95,10000,LIST,2023-06-05,合约新挂,0.0158,0.1802,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005614.XSHG,588080P2312M01000,科创板50沽12月1000,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.0,10000,LIST,2023-06-05,合约新挂,0.0284,0.2128,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005615.XSHG,588080P2312M01050,科创板50沽12月1050,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.05,10000,LIST,2023-06-05,合约新挂,0.0463,0.2507,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005616.XSHG,588080P2312M01100,科创板50沽12月1100,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.1,10000,LIST,2023-06-05,合约新挂,0.07,0.2856,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005617.XSHG,588080P2312M01150,科创板50沽12月1150,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.15,10000,LIST,2023-06-05,合约新挂,0.0993,0.3149,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005618.XSHG,588080P2312M01200,科创板50沽12月1200,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.2,10000,LIST,2023-06-05,合约新挂,0.1335,0.3491,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005619.XSHG,588080P2312M01250,科创板50沽12月1250,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.25,10000,LIST,2023-06-05,合约新挂,0.172,0.3876,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005620.XSHG,588080P2312M01300,科创板50沽12月1300,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,1.3,10000,LIST,2023-06-05,合约新挂,0.222,0.4376,0.0064,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005621.XSHG,510500C2307M07250,500ETF购7月7250,CO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.25,10000,DELIST,2023-06-05,合约新挂,0.0006,0.5064,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005622.XSHG,510500P2307M07250,500ETF沽7月7250,PO,XSHG,CNY,510500.XSHG,南方中证500ETF,XSHG,ETF,7.25,10000,DELIST,2023-06-05,合约新挂,1.096,1.7114,0.4806,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005623.XSHG,588000C2306M00850,科创50购6月850,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.2188,0.4322,0.0054,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005624.XSHG,588000P2306M00850,科创50沽6月850,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.0001,0.1267,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005625.XSHG,588000C2307M00850,科创50购7月850,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.2216,0.435,0.0082,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005626.XSHG,588000P2307M00850,科创50沽7月850,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.0002,0.1268,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005627.XSHG,588000C2309M00850,科创50购9月850,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.2271,0.4405,0.0137,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005628.XSHG,588000P2309M00850,科创50沽9月850,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.0015,0.1281,0.0001,2023-09-27,2023-09-27,2023-09-27,2023-09-28,0,2023-09-28,合约到期
10005629.XSHG,588000C2312M00850,科创50购12月850,CO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,LIST,2023-06-07,价格波动,0.2397,0.4531,0.0263,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005630.XSHG,588000P2312M00850,科创50沽12月850,PO,XSHG,CNY,588000.XSHG,科创50,XSHG,ETF,0.85,10000,LIST,2023-06-07,价格波动,0.0046,0.1312,0.0001,2023-12-27,2023-12-27,2023-12-27,2023-12-28,0,,
10005631.XSHG,588080C2306M00850,科创板50购6月850,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.1995,0.4091,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005632.XSHG,588080P2306M00850,科创板50沽6月850,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.0001,0.1305,0.0001,2023-06-28,2023-06-28,2023-06-28,2023-06-29,0,2023-06-29,合约到期
10005633.XSHG,588080C2307M00850,科创板50购7月850,CO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.202,0.4116,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
10005634.XSHG,588080P2307M00850,科创板50沽7月850,PO,XSHG,CNY,588080.XSHG,科创板50,XSHG,ETF,0.85,10000,DELIST,2023-06-07,价格波动,0.0003,0.1307,0.0001,2023-07-26,2023-07-26,2023-07-26,2023-07-27,0,2023-07-27,合约到期
